Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
L47507,L,297.7,308.5,1373,50.1,203,0,0,0,0,0,0
M21715,M,301.1,311.3,1654,30.7,64,0,0,0,0,0,0
L54145,L,300.7,311.0,1737,33.1,107,0,0,0,0,0,0
L49184,L,298.5,308.2,1505,46.1,18,0,0,0,0,0,0
L48503,L,298.9,310.1,1444,51.7,183,0,0,0,0,0,0
M22607,M,300.2,311.5,1605,31.9,18,0,0,0,0,0,0
M23786,M,297.3,308.3,1548,35.4,207,0,0,0,0,0,0
L49588,L,299.1,308.4,1356,52.6,188,0,0,0,0,0,0
L55130,L,300.8,311.6,1568,36.0,109,0,0,0,0,0,0
H29571,H,298.4,308.9,1564,36.9,176,0,0,0,0,0,0
M20394,M,302.3,311.7,1448,46.7,114,0,0,0,0,0,0
L47805,L,298.4,310.1,1365,46.3,94,0,0,0,0,0,0
L48172,L,296.1,307.4,1633,35.0,172,0,0,0,0,0,0
M23706,M,297.3,308.7,1386,45.1,204,0,0,0,0,0,0
L54839,L,300.5,311.5,1348,49.5,155,0,0,0,0,0,0
M18674,M,302.1,311.1,1463,36.7,97,0,0,0,0,0,0
M18038,M,300.2,309.6,1326,63.0,188,0,0,0,0,0,0
L53322,L,301.0,311.0,1384,41.4,148,0,0,0,0,0,0
H30447,H,296.8,307.8,1685,28.8,142,0,0,0,0,0,0
L54639,L,300.0,311.6,1591,32.0,79,0,0,0,0,0,0
L56176,L,297.2,307.9,1348,37.1,164,0,0,0,0,0,0
M15805,M,295.6,306.0,1524,36.2,215,0,0,0,0,0,0
L55627,L,298.6,309.9,1362,50.5,51,0,0,0,0,0,0
L49763,L,299.2,308.9,1584,35.8,195,0,0,0,0,0,0
L48384,L,296.8,307.8,1694,33.0,115,0,0,0,0,0,0
L53962,L,301.3,310.8,1446,53.4,57,0,0,0,0,0,0
L55629,L,298.4,310.7,1577,40.7,21,0,0,0,0,0,0
M23799,M,297.3,308.4,1384,44.8,176,0,0,0,0,0,0
H32698,H,301.2,309.1,1530,42.6,209,0,0,0,0,0,0
L53162,L,300.7,310.8,1466,47.0,180,0,0,0,0,0,0
L51724,L,302.4,310.4,1388,55.1,187,0,0,0,0,0,0
M17473,M,299.6,309.1,1424,49.7,71,0,0,0,0,0,0
L47518,L,297.5,308.3,1495,38.4,15,0,0,0,0,0,0
M24166,M,298.1,308.9,1499,37.6,25,0,0,0,0,0,0
L48940,L,298.1,307.6,1551,36.3,196,0,0,0,0,0,0
H30402,H,296.3,307.1,2049,19.6,144,0,0,0,0,0,0
L56140,L,297.3,307.9,2188,18.0,142,0,0,0,0,0,0
L49703,L,298.8,308.7,1452,42.8,47,0,0,0,0,0,0
L55233,L,300.5,311.9,1710,27.2,56,0,0,0,0,0,0
L51286,L,302.0,310.4,1544,36.3,13,0,0,0,0,0,0
H34827,H,302.7,312.5,1527,36.4,179,0,0,0,0,0,0
L53856,L,301.5,310.7,1504,39.2,222,0,0,0,0,0,0
M22472,M,300.5,311.4,1441,40.6,192,0,0,0,0,0,0
L56487,L,298.1,309.1,1395,49.8,133,0,0,0,0,0,0
L54167,L,300.7,311.1,1492,41.0,163,0,0,0,0,0,0
M18943,M,302.0,310.4,1567,31.7,114,0,0,0,0,0,0
L50922,L,302.3,311.0,1369,53.9,128,0,0,0,0,0,0
M24855,M,298.8,308.4,1707,29.5,14,0,0,0,0,0,0
L52325,L,304.1,313.4,2066,17.9,104,0,0,0,0,0,0
L51656,L,302.6,310.4,1472,41.2,28,0,0,0,0,0,0
L51108,L,302.6,311.5,1532,36.8,169,1,0,0,0,0,0
L56532,L,298.2,308.7,1492,40.6,76,0,0,0,0,0,0
M22551,M,300.5,311.5,1370,56.1,64,0,0,0,0,0,0
L52399,L,304.3,313.5,1495,35.7,205,1,1,0,0,0,0
L56280,L,297.3,308.3,1568,38.2,7,0,0,0,0,0,0
L47992,L,296.9,307.6,1385,49.7,128,0,0,0,0,0,0
L50030,L,300.4,309.5,1544,38.8,197,0,0,0,0,0,0
L48595,L,298.8,310.2,1432,43.4,208,0,0,0,0,0,0
M21639,M,301.7,311.0,1609,32.5,49,0,0,0,0,0,0
L47837,L,297.6,309.1,1498,45.5,0,0,0,0,0,0,0
M20734,M,301.5,311.1,1571,33.8,115,0,0,0,0,0,0
M15748,M,295.6,306.1,1651,28.1,92,0,0,0,0,0,0
H32800,H,301.4,310.8,1474,38.7,119,0,0,0,0,0,0
L49195,L,298.5,308.2,1459,42.6,42,0,0,0,0,0,0
L49479,L,299.4,308.7,1524,33.3,134,0,0,0,0,0,0
L54777,L,300.5,311.0,1510,39.9,9,0,0,0,0,0,0
M19033,M,302.1,310.5,1446,40.9,119,0,0,0,0,0,0
M18409,M,301.6,310.9,1450,50.6,45,0,0,0,0,0,0
L51814,L,303.1,311.2,1313,61.8,98,1,0,1,0,0,0
L53759,L,301.3,310.4,1445,46.3,192,0,0,0,0,0,0
H35223,H,301.3,311.0,1580,36.6,119,0,0,0,0,0,0
L55986,L,297.4,308.6,1588,33.0,166,0,0,0,0,0,0
L56217,L,297.3,308.3,1896,34.3,162,0,0,0,0,0,0
H34167,H,303.8,312.4,1619,30.9,139,0,0,0,0,0,0
M18918,M,301.9,310.9,1596,37.9,54,0,0,0,0,0,0
M23881,M,297.4,308.3,1392,42.8,171,0,0,0,0,0,0
H38897,H,298.9,309.6,1546,35.3,135,0,0,0,0,0,0
L52109,L,303.5,312.4,1469,44.5,76,0,0,0,0,0,0
H29724,H,298.0,308.6,1522,41.8,160,0,0,0,0,0,0
L49191,L,298.7,308.5,2636,12.2,104,1,0,0,1,0,0
M21232,M,300.2,309.7,1879,22.3,79,0,0,0,0,0,0
H32897,H,301.8,310.8,1438,42.7,51,0,0,0,0,0,0
L56162,L,297.0,307.7,1339,51.1,130,0,0,0,0,0,0
M19179,M,301.6,310.2,1295,59.1,60,1,0,1,0,0,0
L47918,L,296.8,308.3,1506,45.9,94,0,0,0,0,0,0
H31524,H,299.3,309.0,1508,35.0,171,0,0,0,0,0,0
L51335,L,302.4,311.0,1370,48.4,174,0,0,0,0,0,0
L49442,L,299.1,308.3,1533,42.4,110,0,0,0,0,0,0
L53940,L,301.5,310.9,1479,40.6,40,0,0,0,0,0,0
L47643,L,297.4,308.7,1741,25.5,118,0,0,0,0,0,0
L50031,L,300.4,309.3,1373,53.8,213,0,0,0,0,0,0
L49550,L,299.2,308.4,1411,41.9,104,0,0,0,0,0,0
L50736,L,301.8,310.9,1735,31.5,66,0,0,0,0,0,0
L53824,L,301.5,310.6,1546,40.0,142,0,0,0,0,0,0
H37679,H,299.1,310.6,1423,47.0,163,0,0,0,0,0,0
L47958,L,296.8,308.0,1540,39.4,196,0,0,0,0,0,0
L55456,L,298.8,310.5,1544,38.0,191,0,0,0,0,0,0
L49480,L,299.3,308.6,1373,48.0,136,0,0,0,0,0,0
L56800,L,298.9,310.0,1470,38.6,201,0,0,0,0,0,0
L49461,L,299.3,308.7,1536,38.9,168,0,0,0,0,0,0
M16856,M,298.4,308.0,1513,41.0,198,0,0,0,0,0,0
M22576,M,300.5,311.6,1373,47.6,114,0,0,0,0,0,0
M16291,M,298.9,309.9,1391,51.6,20,0,0,0,0,0,0
L48539,L,298.6,310.1,1404,50.3,54,0,0,0,0,0,0
L49621,L,299.4,308.6,1556,31.0,69,0,0,0,0,0,0
M17657,M,300.3,309.6,1530,38.8,82,0,0,0,0,0,0
H31173,H,298.3,307.7,1623,33.2,117,0,0,0,0,0,0
L47982,L,296.9,307.9,1425,45.8,105,0,0,0,0,0,0
M15566,M,297.9,309.0,1408,48.6,96,0,0,0,0,0,0
L54204,L,300.6,310.6,1457,53.4,53,0,0,0,0,0,0
H35597,H,301.1,311.1,1420,46.4,126,0,0,0,0,0,0
L51171,L,302.3,311.3,1517,44.0,127,0,0,0,0,0,0
L54241,L,300.6,310.4,1465,49.7,155,0,0,0,0,0,0
L51028,L,302.3,310.9,1965,20.3,178,0,0,0,0,0,0
L48962,L,298.4,308.0,1571,36.6,50,0,0,0,0,0,0
L52668,L,302.7,312.2,1450,54.1,213,1,0,0,1,0,0
H30113,H,297.5,308.6,1476,39.0,147,0,0,0,0,0,0
L56728,L,299.6,311.1,1496,37.2,131,0,0,0,0,0,0
L48016,L,296.6,307.4,1366,46.1,192,0,0,0,0,0,0
L54261,L,300.7,310.4,1427,45.5,15,0,0,0,0,0,0
L54276,L,300.6,310.2,1436,48.0,26,0,0,0,0,0,0
L48242,L,296.8,307.9,1372,57.6,26,0,0,0,0,0,0
M20343,M,304.3,313.6,2000,21.8,200,0,0,0,0,0,0
L51218,L,302.0,310.4,1455,49.0,179,0,0,0,0,0,0
M23322,M,298.7,309.9,1457,47.2,188,0,0,0,0,0,0
L53705,L,301.1,310.2,1411,48.2,53,0,0,0,0,0,0
L51220,L,301.9,310.8,1568,33.4,27,0,0,0,0,0,0
L51651,L,302.8,310.3,1670,29.1,2,0,0,0,0,0,0
L55890,L,297.3,308.5,1449,41.7,49,0,0,0,0,0,0
M23970,M,297.6,308.6,1596,36.4,34,0,0,0,0,0,0
H38756,H,297.5,308.5,1450,43.6,208,0,0,0,0,0,0
L50793,L,301.7,310.6,1445,50.7,0,0,0,0,0,0,0
L56321,L,297.5,308.5,1597,41.1,112,0,0,0,0,0,0
L53001,L,301.0,311.1,1593,35.9,181,0,0,0,0,0,0
M23613,M,297.4,308.5,1479,44.7,79,0,0,0,0,0,0
L52411,L,303.4,312.9,1447,49.1,92,0,0,0,0,0,0
L52569,L,302.8,312.3,1517,49.1,221,0,0,0,0,0,0
L53308,L,300.9,310.9,1473,42.4,21,0,0,0,0,0,0
L52610,L,302.8,312.5,1694,37.6,63,0,0,0,0,0,0
L54063,L,300.9,311.3,1953,36.0,107,0,0,0,0,0,0
L48406,L,297.1,308.4,1488,42.3,119,0,0,0,0,0,0
L55970,L,297.4,308.5,1410,43.9,197,0,0,0,0,0,0
L56614,L,298.0,308.6,1470,41.4,61,0,0,0,0,0,0
M15674,M,296.8,307.5,1544,35.2,132,0,0,0,0,0,0
L57139,L,298.6,308.3,1397,53.9,59,0,0,0,0,0,0
L54607,L,300.0,311.4,1470,31.9,0,0,0,0,0,0,0
L48757,L,298.3,308.0,1584,38.4,162,0,0,0,0,0,0
L52158,L,303.7,312.7,1429,51.3,196,0,0,0,0,0,0
L55456,L,298.8,310.5,1654,32.8,124,0,0,0,0,0,0
L53141,L,300.5,310.7,1605,33.4,192,0,0,0,0,0,0
L48894,L,298.2,307.8,1435,48.6,76,0,0,0,0,0,0
L47622,L,297.4,309.3,1399,59.5,20,1,0,0,1,0,0
L55952,L,297.3,308.4,1625,35.9,4,0,0,0,0,0,0
H30743,H,299.1,310.3,1536,30.4,209,0,0,0,0,0,0
L48703,L,298.2,309.0,1465,44.9,38,0,0,0,0,0,0
L51546,L,302.0,309.9,1449,42.8,44,0,0,0,0,0,0
L55009,L,299.9,311.2,1447,41.2,173,0,0,0,0,0,0
M22642,M,300.4,311.6,1373,36.4,53,0,0,0,0,0,0
L54561,L,299.8,310.4,1495,43.0,101,0,0,0,0,0,0
L54256,L,300.7,310.5,1960,41.6,194,0,0,0,0,0,0
M20734,M,301.5,311.2,1660,42.8,115,0,0,0,0,0,0
H39197,H,298.8,309.9,1563,40.0,66,0,0,0,0,0,0
M24098,M,298.2,308.8,1526,37.7,150,0,0,0,0,0,0
M19135,M,302.4,310.5,1524,38.8,76,0,0,0,0,0,0
L49293,L,299.5,309.1,1512,22.5,79,0,0,0,0,0,0
M20301,M,303.0,312.6,1340,56.2,94,0,0,0,0,0,0
M17236,M,299.2,308.3,1364,47.6,91,0,0,0,0,0,0
L52133,L,303.7,311.9,1635,29.1,139,0,0,0,0,0,0
L49442,L,299.1,308.6,1331,55.6,192,0,0,0,0,0,0
L53250,L,300.9,310.9,1615,32.0,188,0,0,0,0,0,0
M16967,M,299.4,309.1,1417,48.0,59,0,0,0,0,0,0
L56615,L,298.0,308.7,1535,39.8,24,0,0,0,0,0,0
L51984,L,303.7,312.6,1603,33.4,142,0,0,0,0,0,0
L48585,L,298.9,310.2,1528,42.7,179,0,0,0,0,0,0
L48696,L,298.1,308.9,1736,31.0,18,0,0,0,0,0,0
M23953,M,297.3,308.1,1709,30.2,196,0,0,0,0,0,0
H38486,H,297.2,308.1,1492,27.2,123,0,0,0,0,0,0
L48789,L,297.7,307.7,1521,34.9,31,0,0,0,0,0,0
L47545,L,297.6,308.4,1548,34.3,0,0,0,0,0,0,0
L53273,L,301.0,310.9,1493,40.2,20,0,0,0,0,0,0
L54875,L,300.6,311.7,1466,47.7,167,0,0,0,0,0,0
L47884,L,297.7,308.9,1452,50.5,92,0,0,0,0,0,0
M16809,M,298.1,308.0,1777,28.2,70,0,0,0,0,0,0
M22709,M,300.3,311.7,1452,41.9,124,0,0,0,0,0,0
L51441,L,302.4,311.2,1721,28.1,135,0,0,0,0,0,0
M16578,M,298.3,307.8,1356,44.0,160,0,0,0,0,0,0
L54895,L,300.5,311.5,1289,55.1,68,0,0,0,0,0,0
L55106,L,300.7,311.7,1499,38.9,195,0,0,0,0,0,0
L51612,L,302.4,310.2,1443,48.9,68,0,0,0,0,0,0
M15502,M,297.4,309.3,1397,42.4,17,0,0,0,0,0,0
M19148,M,301.7,310.0,1490,41.8,0,0,0,0,0,0,0
L56875,L,298.9,309.8,1592,26.3,33,0,0,0,0,0,0
L48727,L,298.4,308.8,1348,55.5,102,0,0,0,0,0,0
L53819,L,301.5,310.5,1479,43.0,87,0,0,0,0,0,0
L53434,L,301.0,310.5,1828,25.1,201,0,0,0,0,0,0
L47895,L,297.4,308.6,1447,41.2,74,0,0,0,0,0,0
L50869,L,302.2,311.4,1889,22.7,194,0,0,0,0,0,0
L51000,L,302.3,310.9,1568,34.3,102,0,0,0,0,0,0
L49908,L,299.7,309.2,1816,23.6,129,0,0,0,0,0,0
M23651,M,297.4,308.5,1412,28.4,49,0,0,0,0,0,0
M17952,M,300.0,309.2,1375,16.3,170,0,0,0,0,0,0
M17138,M,299.3,308.5,1681,27.6,87,0,0,0,0,0,0
L53232,L,300.8,310.7,1402,50.9,138,0,0,0,0,0,0
L56129,L,297.4,308.3,1284,36.3,50,0,0,0,0,0,0
L49341,L,299.4,309.1,1549,34.1,215,0,0,0,0,0,0
L50465,L,301.2,309.9,1487,43.2,30,0,0,0,0,0,0
L54227,L,300.7,310.5,1389,49.2,79,0,0,0,0,0,0
L54048,L,301.0,311.2,1766,46.3,62,0,0,0,0,0,0
M15755,M,295.6,306.2,1435,51.6,176,0,0,0,0,0,0
L54272,L,300.7,310.3,1409,54.9,2,0,0,0,0,0,0
L48453,L,298.1,309.4,1491,40.5,162,0,0,0,0,0,0
L47262,L,298.9,308.9,1653,32.3,76,0,0,0,0,0,0
L47586,L,297.4,308.7,1439,51.9,13,0,0,0,0,0,0
L55864,L,297.2,308.5,1357,47.8,190,0,0,0,0,0,0
L52782,L,302.9,311.9,1409,42.8,88,0,0,0,0,0,0
L56697,L,298.9,310.1,1530,35.8,53,0,0,0,0,0,0
L51835,L,303.2,311.5,1648,32.3,19,0,0,0,0,0,0
L54189,L,300.5,310.5,1536,43.1,17,0,0,0,0,0,0
M21468,M,301.5,310.4,1438,41.7,49,0,0,0,0,0,0
L50376,L,300.0,309.1,1683,33.7,7,0,0,0,0,0,0
M19751,M,303.7,312.4,1444,26.6,190,0,0,0,0,0,0
L53258,L,300.8,310.7,1461,41.2,209,0,0,0,0,0,0
H33492,H,302.0,310.7,1453,41.8,17,0,0,0,0,0,0
L47790,L,298.1,310.0,1534,37.7,98,0,0,0,0,0,0
M17947,M,300.0,309.1,1624,31.1,152,0,0,0,0,0,0
L57033,L,298.6,309.6,1379,41.9,59,0,0,0,0,0,0
M22422,M,300.4,311.1,1434,40.9,179,0,0,0,0,0,0
L54123,L,300.7,311.3,1522,35.2,101,0,0,0,0,0,0
L54667,L,300.3,311.7,1589,36.9,156,0,0,0,0,0,0
H30970,H,298.4,308.5,1580,47.1,122,0,0,0,0,0,0
H30676,H,297.8,309.0,1648,33.0,29,0,0,0,0,0,0
L48160,L,296.3,307.1,1573,33.0,168,0,0,0,0,0,0
H31956,H,299.3,309.1,1651,32.1,151,0,0,0,0,0,0
M16105,M,297.1,308.4,1473,45.6,127,0,0,0,0,0,0
L53271,L,300.9,310.8,1318,57.4,8,0,0,0,0,0,0
L54108,L,301.1,311.7,1498,24.5,7,0,0,0,0,0,0
L56483,L,298.3,309.1,1537,42.3,121,0,0,0,0,0,0
H39297,H,298.8,309.9,2090,16.8,127,0,0,0,0,0,0
L50668,L,301.9,310.9,1459,53.5,120,0,0,0,0,0,0
L48306,L,296.8,307.9,1695,30.5,111,0,0,0,0,0,0
L49562,L,299.1,308.3,1601,31.4,98,0,0,0,0,0,0
M23912,M,297.4,308.6,1487,37.7,81,0,0,0,0,0,0
M15557,M,297.6,309.6,1530,38.9,13,0,0,0,0,0,0
M15717,M,295.6,307.1,1838,24.3,24,0,0,0,0,0,0
L55583,L,298.5,309.5,1671,31.7,115,0,0,0,0,0,0
M24635,M,298.6,309.6,1444,44.8,44,0,0,0,0,0,0
L49329,L,299.4,309.0,1548,37.7,146,0,0,0,0,0,0
L51540,L,302.1,310.1,1379,48.8,164,1,0,1,0,0,0
L56255,L,297.3,308.1,1506,45.1,150,0,0,0,0,0,0
M22265,M,300.2,311.7,1497,45.4,163,0,0,0,0,0,0
M16340,M,298.2,309.1,1456,46.0,144,0,0,0,0,0,0
L52465,L,303.8,313.1,1875,23.9,150,0,0,0,0,0,0
M17328,M,298.9,308.7,1524,31.6,95,0,0,0,0,0,0
L54709,L,300.3,311.6,1642,31.4,33,0,0,0,0,0,0
M18581,M,302.2,311.2,1544,43.6,61,0,0,0,0,0,0
L57099,L,298.5,308.8,1559,58.7,26,0,0,0,0,0,0
M23403,M,298.3,309.4,1548,33.7,56,0,0,0,0,0,0
L51518,L,301.6,309.8,1397,43.7,102,0,0,0,0,0,0
L56334,L,297.6,308.6,1446,41.0,54,0,0,0,0,0,0
L55659,L,298.6,309.7,1520,38.8,91,0,0,0,0,0,0
L53886,L,301.3,310.6,1664,28.1,70,0,0,0,0,0,0
M17321,M,298.9,308.6,1517,38.7,59,0,0,0,0,0,0
L53165,L,300.6,310.9,1713,42.4,15,0,0,0,0,0,0
L52196,L,303.9,313.1,1388,51.5,76,0,0,0,0,0,0
H38486,H,297.2,308.3,1576,39.5,24,0,0,0,0,0,0
M21873,M,300.7,310.6,1460,43.3,71,0,0,0,0,0,0
M24753,M,298.8,309.2,1284,55.3,166,0,0,0,0,0,0
L54850,L,300.5,311.6,1555,37.3,191,0,0,0,0,0,0
L54241,L,300.7,310.4,1390,47.3,51,0,0,0,0,0,0
L47187,L,298.1,308.6,1627,30.1,120,0,0,0,0,0,0
L50519,L,301.4,310.9,1534,40.6,192,0,0,0,0,0,0
L56202,L,297.4,308.2,1548,46.6,7,0,0,0,0,0,0
L49985,L,300.0,309.4,1418,43.5,120,0,0,0,0,0,0
H38287,H,298.0,309.1,1550,38.8,98,0,0,0,0,0,0
L56975,L,298.5,309.3,1577,37.2,109,0,0,0,0,0,0
L47397,L,298.3,308.5,1403,45.1,90,0,0,0,0,0,0
L55732,L,298.2,308.9,1576,35.4,80,0,0,0,0,0,0
L54276,L,300.6,310.2,1483,47.8,21,0,0,0,0,0,0
L55410,L,299.1,310.5,1736,27.8,74,0,0,0,0,0,0
L49531,L,299.2,308.4,1535,37.7,35,0,0,0,0,0,0
L56470,L,298.2,309.0,1553,40.6,87,0,0,0,0,0,0
L53146,L,300.4,310.8,1434,46.5,2,0,0,0,0,0,0
H38807,H,297.7,308.2,1489,43.0,185,0,0,0,0,0,0
L55410,L,299.1,310.5,1567,39.0,74,0,0,0,0,0,0
L57070,L,298.8,309.8,1345,45.7,155,0,0,0,0,0,0
M19251,M,302.2,310.1,1481,42.3,10,0,0,0,0,0,0
L56349,L,297.7,308.7,1896,24.5,186,0,0,0,0,0,0
M24185,M,298.5,309.3,1510,40.8,177,0,0,0,0,0,0
L52009,L,303.4,311.9,1405,54.0,26,0,0,0,0,0,0
L50740,L,301.7,310.7,1485,37.9,64,0,0,0,0,0,0
L57149,L,298.4,308.1,1894,21.3,158,0,0,0,0,0,0
L54791,L,300.5,311.4,1495,41.4,47,0,0,0,0,0,0
M15847,M,296.3,307.1,1653,28.6,151,0,0,0,0,0,0
L54123,L,300.7,311.1,1448,52.1,48,0,0,0,0,0,0
L56884,L,298.9,310.1,1724,33.4,64,0,0,0,0,0,0
L55158,L,301.2,312.4,1480,45.0,97,0,0,0,0,0,0
L52866,L,302.2,311.6,1383,45.9,171,0,0,0,0,0,0
L51964,L,303.7,312.6,1642,32.3,166,0,0,0,0,0,0
M23584,M,297.2,308.7,1691,27.6,108,0,0,0,0,0,0
M15804,M,295.7,306.3,1512,35.9,41,0,0,0,0,0,0
M22562,M,300.7,311.6,1487,36.4,119,0,0,0,0,0,0
M23511,M,297.5,308.6,1455,42.5,146,0,0,0,0,0,0
L47925,L,296.8,308.0,1487,38.0,63,0,0,0,0,0,0
M16184,M,299.0,310.5,1478,40.3,198,0,0,0,0,0,0
M23611,M,297.5,308.6,1444,51.0,111,0,0,0,0,0,0
L53158,L,300.5,310.7,1577,33.3,173,0,0,0,0,0,0
L50242,L,299.9,309.0,1553,40.7,127,0,0,0,0,0,0
L51164,L,302.2,311.3,1652,28.3,124,0,0,0,0,0,0
L53762,L,301.5,310.7,1611,37.9,198,0,0,0,0,0,0
L48756,L,298.3,308.1,1563,41.7,76,0,0,0,0,0,0
L48990,L,298.1,307.7,1364,50.1,153,0,0,0,0,0,0
L56256,L,297.2,308.1,1474,36.1,152,0,0,0,0,0,0
L53076,L,301.1,310.8,1350,54.1,169,0,0,0,0,0,0
L53132,L,300.7,310.7,1429,46.5,104,0,0,0,0,0,0
L57058,L,298.9,309.7,1293,36.5,103,0,0,0,0,0,0
L54406,L,299.8,309.6,1436,46.3,18,0,0,0,0,0,0
L55813,L,297.4,308.6,1710,29.5,61,0,0,0,0,0,0
L54779,L,300.5,311.0,1759,28.3,16,0,0,0,0,0,0
L54200,L,300.7,310.6,1448,53.8,95,0,0,0,0,0,0
L56857,L,299.0,310.1,1335,19.3,15,0,0,0,0,0,0
H39334,H,298.5,308.7,1450,45.0,96,0,0,0,0,0,0
L55230,L,300.7,311.9,1428,45.1,98,0,0,0,0,0,0
L55601,L,298.9,310.3,1404,46.8,24,0,0,0,0,0,0
L56220,L,297.3,308.3,1550,37.0,175,0,0,0,0,0,0
L48786,L,297.8,307.8,1492,36.7,27,0,0,0,0,0,0
L47248,L,298.8,308.9,1517,32.4,9,0,0,0,0,0,0
L50676,L,301.9,310.9,1452,47.7,124,0,0,0,0,0,0
L55808,L,297.5,308.4,1436,43.0,76,0,0,0,0,0,0
L48645,L,298.7,309.6,1419,40.9,109,0,0,0,0,0,0
M23185,M,298.7,309.5,1500,40.6,116,0,0,0,0,0,0
H32504,H,300.1,309.5,1548,36.4,163,0,0,0,0,0,0
L53620,L,300.7,310.2,1629,35.0,68,0,0,0,0,0,0
L53256,L,301.0,310.8,1541,35.2,199,0,0,0,0,0,0
M23808,M,297.4,308.3,1452,43.0,127,0,0,0,0,0,0
M24640,M,298.7,309.8,1420,46.7,59,0,0,0,0,0,0
L53115,L,300.6,310.5,1370,45.5,125,0,0,0,0,0,0
L52986,L,301.4,311.2,1550,35.1,202,0,0,0,0,0,0
L50147,L,300.8,309.5,1471,46.7,71,0,0,0,0,0,0
M15683,M,296.8,307.5,1611,35.6,153,0,0,0,0,0,0
L55169,L,301.1,312.4,1430,37.9,176,0,0,0,0,0,0
H32920,H,301.9,310.6,1341,48.6,142,0,0,0,0,0,0
L49047,L,298.1,307.9,1502,31.7,79,0,0,0,0,0,0
M24593,M,298.9,310.1,1447,42.9,82,0,0,0,0,0,0
L53620,L,300.3,310.1,1373,56.6,143,0,0,0,0,0,0
L56319,L,297.5,308.6,1456,48.0,106,0,0,0,0,0,0
L53315,L,301.0,310.9,1740,30.9,129,0,0,0,0,0,0
L49311,L,299.4,309.1,1432,45.4,17,0,0,0,0,0,0
L53989,L,301.0,310.9,1578,35.8,160,0,0,0,0,0,0
M16510,M,298.0,307.9,1378,51.0,137,0,0,0,0,0,0
M23678,M,297.4,308.7,1764,23.1,59,0,0,0,0,0,0
L50650,L,301.8,310.8,2297,15.8,20,0,0,0,0,0,0
H34591,H,304.0,313.1,1388,57.4,93,0,0,0,0,0,0
L49712,L,298.9,308.7,1398,44.9,69,0,0,0,0,0,0
M17972,M,299.9,309.1,1452,44.8,98,0,0,0,0,0,0
H36114,H,301.6,310.7,1419,49.4,148,0,0,0,0,0,0
L51304,L,302.1,310.6,1372,62.3,68,1,0,1,0,0,0
L56260,L,297.2,308.0,1546,41.4,171,0,0,0,0,0,0
L49133,L,297.9,307.6,1435,44.4,83,0,0,0,0,0,0
L54171,L,300.8,311.1,1388,53.5,172,0,0,0,0,0,0
L51560,L,301.8,309.6,1435,49.0,223,0,0,0,0,0,0
L56182,L,297.1,307.9,1477,36.6,177,0,0,0,0,0,0
M15600,M,296.9,308.4,1852,46.9,186,0,0,0,0,0,0
L55918,L,297.3,308.7,1456,39.3,116,0,0,0,0,0,0
L50859,L,302.2,311.4,1531,37.9,170,0,0,0,0,0,0
L55560,L,298.9,310.0,1776,34.1,51,0,0,0,0,0,0
L48359,L,297.3,308.4,1441,39.4,37,0,0,0,0,0,0
L47851,L,297.6,309.1,1521,34.6,179,0,0,0,0,0,0
L53122,L,300.7,310.5,2288,15.1,80,0,0,0,0,0,0
M19078,M,302.0,311.0,1457,43.2,118,0,0,0,0,0,0
L57011,L,298.4,309.3,1651,33.1,208,0,0,0,0,0,0
L53540,L,300.1,309.7,1430,40.1,46,0,0,0,0,0,0
L49881,L,299.9,309.2,1479,50.8,162,0,0,0,0,0,0
L56164,L,297.1,307.9,1445,45.2,133,0,0,0,0,0,0
L56918,L,299.0,309.8,1509,40.6,168,0,0,0,0,0,0
L49867,L,299.9,309.4,1487,43.2,31,0,0,0,0,0,0
L49096,L,298.0,307.7,1387,38.8,204,0,0,0,0,0,0
L53174,L,300.6,310.4,1717,26.9,166,0,0,0,0,0,0
L50662,L,301.9,310.8,1540,41.3,83,0,0,0,0,0,0
L55258,L,300.3,311.7,1571,31.2,17,0,0,0,0,0,0
L55590,L,298.5,309.5,1568,38.3,95,0,0,0,0,0,0
M21750,M,300.9,311.4,1532,43.6,126,0,0,0,0,0,0
L54256,L,300.7,310.5,1405,47.7,194,0,0,0,0,0,0
L49910,L,299.8,309.3,1614,32.4,171,0,0,0,0,0,0
M17086,M,299.6,308.8,1465,44.4,114,0,0,0,0,0,0
L54694,L,300.4,311.8,1612,30.2,148,0,0,0,0,0,0
L51465,L,301.8,309.9,1626,37.7,51,0,0,0,0,0,0
L49184,L,298.5,308.2,1363,50.8,18,0,0,0,0,0,0
L53762,L,301.5,310.7,1608,33.3,21,0,0,0,0,0,0
L55921,L,297.3,308.8,1533,37.4,126,0,0,0,0,0,0
M17833,M,300.6,309.8,1567,37.6,64,0,0,0,0,0,0
M19282,M,302.6,310.5,1671,28.8,101,0,0,0,0,0,0
L56642,L,298.5,309.3,1471,44.9,135,0,0,0,0,0,0
M16074,M,296.8,307.8,1430,45.1,115,0,0,0,0,0,0
M21860,M,300.6,310.7,1636,35.5,101,0,0,0,0,0,0
M22952,M,300.6,310.2,1461,42.7,7,0,0,0,0,0,0
L50700,L,301.9,311.0,1569,39.4,191,0,0,0,0,0,0
M15131,M,298.4,308.2,1363,50.9,174,0,0,0,0,0,0
